ajoneuvoluokka,merkkiSelvakielinen,kaupallinenNimi
L3,Harley-Davidson,Shovel Head
L3e,Jawa-CZ,350/344-56
L3e,Moto Guzzi,GRISO 1200 8V SE
L3e,Ducati,1199 Panigale S ABS
L3e,Suzuki,GSF1250SA-CH1131/1255
L3e,Harley-Davidson,FXCW
L3,Harley-Davidson,XL 1200C SPORTSTER CUSTOM-CGP/1202
L3e,Harley-Davidson,XL1200S
L3e,Harley-Davidson,FLHTCI-CLASSIC ELECTRA GLIDE-FFW/1450
L3e,Triumph,Tiger 100 SS
L3,Piaggio,VESPA PX 200E
L3e,Peugeot,CITYSTAR
L1e,Derbi,SENDA R DRD
L3e,Kawasaki,Z 250 LTD
L3e,Polaris Industries Inc.,Jackpot
L3,Ariel,Hs Mk1
L3e,KTM,KTM 125 Duke (80)
L3,Triumph,T120R/649
L1e,Motorhispania/MHMotorcycle,MH10 50 cc
L3e,Ducati,Monster 1100/1100S
L3,Yamaha,XVZ ROYAL STAR/1294
L3,Yamaha,XVZ1300TF
L3,Yamaha,YP 250 MAJESTY
L3e,KTM,KTM 350 FREERIDE
L3e,Honda,VTR
L3,BMW,C1-1-0191A/125
L3e,KTM,KTM 625 SMC
L3e,MV Agusta,F3 675
L1,Tunturi,Start-Puch VS 50 KX
L1,Tunturi,SPORT VS50
L3,Honda,GL 1500 GOLDWING SE
L3,Harley-Davidson,FLHRSEI� Screamin' Eagle Road King
L3e,Triumph,TRIUMPH DAYTONA 955
L1,VICTORIA,Vicky MS 50
L3e,Yamaha,BT1100 BULLDOG-RP052/1063
L3,Harley-Davidson,Electra Glide Classic 1340
L1e,Piaggio,Vespa LX50 Touring
L3,Harley-Davidson,ROAD KING CLASSIC
L3,Moto Guzzi,V50-PB/490
L1e,Piaggio,Vespa ET2 Carb.
L3e,Moto Guzzi,GRISO
L3,IZH,Jupiter 3
L1e,Aprilia,Sport City One
L3e,Honda,NC700SA
L3e,Honda,VFR1200XD
L3e,Honda,NC700XD
L1e,Honda,NSC50MPD
L1e,Titan,BT49QT-9D
L3e,Kawasaki,ZR 1000 A2H
L3,Suzuki,INTRUDER VOLUSIA-BM1111/805
L3e,Ducati,Hypermotard 1100 evo SP
L3,Indian,B741
L3,BMW,BMW K1100 LT
L1e,GOVECS,GO! S1.2
L1e,Peugeot,Elystar
L3e,Ducati,1199 Panigale ABS
L3e,Ducati,Multistrada 1200 S Sport
L3,Yamaha,VMX1200-2EN
L3e,Aprilia,SRV 850
L3e,Honda,SHADOW VT 750C
L3,CZ,150 C
L3e,Aprilia,SPORTCITY CUBE 125
L3e,Harley-Davidson,FLTRXSE CVO Road Glide
L1,Tunturi,MAXI/49
L3,Honda,CB750F K2
L3,Moto Guzzi,NTX 650
L3e,KTM,KTM 4T -EGS
L3e,Regal-Raptor,DADYW
L1,Zundapp,M50
L3,Harley-Davidson,FXRDG
L1e,Motorhispania/MHMotorcycle,MH10 50 cc PRO
L3,MZ,MZ-125
L3e,Moto Guzzi,Bellagio
L3,Suzuki,Intruder 1500 LC
L1e,Leone,SWAN 50
L3e,Moto Guzzi,V7 SPECIAL
L3,Harley-Davidson,FLHRS ROAD KING
L3e,Keeway,RKV
L3,Big Dog,PITBULL
L3e,Harley-Davidson,ROADKING FLHRC-I
L3,Yamaha,XVZ12TD-47G/1198
L3e,Yamaha,YP250RA
L3e,Yamaha,Yamaha Xs 400 Se 4g5
L3,Harley-Davidson,ROAD KING FLHR
L1,Solifer,Export 49
L3,Harley-Davidson,WILD GLIDE
L3,Harley-Davidson,FXRS  1340
L3e,Piaggio,GTS300 ie
L1e,Piaggio,LX50 4Valve
L3,Kawasaki,VN1500 Classic
L3e,Harley-Davidson,FLHTCUSE
L3,Jawa,354/350
L3,BMW,R 25/2
L3,Suzuki,GS1000 G
L3,Yamaha,XVZ 1300
L3,Harley-Davidson,FXDL DYNA LOW RIDER-GDL/1340
L3e,Honda,VF750C-RC43
L3,Harley-Davidson,FLH-80 Heritage
L3,Suzuki,SUZUKI VL800  K1
L3,Honda,GL 1500 C-F6C
L3,Suzuki,INTRUDER VS1400GL
L3e,Harley-Davidson,FLSTF HERITAGE SOFTAIL
L3e,Suzuki,GXR-R 600
L3,Maico,MAICOLETTA/174
L3,Honda,500 Four
L3e,Ducati,1199 Panigale S Tricolore ABS
L3e,Yamaha,XV 1600 Road Star
L3e,Gas Gas,GASGAS 125 SM
L1,Solifer,EXPORT K-3LT-F39/48
L3e,Harley-Davidson,FXDF FAT BOB
L3e,Honda,ANF 125-JC37 A/125
L3e,Yamaha,Yamaha XV1600A VP08
L3e,Jawa,353/249
L1,Solifer,SM 77A
L3,Vespa,VBC1T / 150
L3,Yamaha,XVZ 1300A Royal Star
L3e,KTM,Husaberg 650 FE
L3,Harley-Davidson,Dyna Super Glide
L3e,Suzuki,VOLUSIA
L3,Kawasaki,KAWASAKI  VN800 CLASSIC
L3,Triumph,SPRINT EXECUTIVE
L3,Suzuki,BURGMAN 650
L3e,Harley-Davidson,FLHTC-I
L1e,Lintex,HT50QT-29A
L1e,Tunturi,50 1f
L1e,Tunturi,50 kx
L3e,Kymco,Movie S
L1,Suzuki,LOVE-FA11
L3e,Piaggio,VESPA LX
L1,Tunturi,Puch VS50KX
L3e,KTM,990 SUPERMOTO
L1e,Sonik,YH50QT
L3,Honda,CB 900 F SC01
L3,Kawasaki,Ninja ZX-12R
L1e,Fantic,CABALLERO MOTARD  50
L3,BIG DOG,MUTT
L3e,Aprilia,Tuono R
L1,Fantic,SUPER ROCKET TX 108/49-
L1e,Kymco,AGILITY FR50
L3,Honda,VF1100 Custom
L3,Zundapp,BELLA 200
L1e,Solifer,STF50
L1e,Solifer,STM50
L1e,Solifer,50R
L3,Kawasaki,Z650F/652
L3e,Yamaha,XP500 TMAX
L1,Tunturi,Sport-Puch VS50
L3e,Kymco,MYROAD
L3,Husqvarna,27
L3,Suzuki,AL 1500 INTRUDER
L3e,Honda,VRF800
L3e,BMW,F 800 GS
L3e,Suzuki,GSX-750F
L3,Harley-Davidson,FXS Heritage softail
L2e,Piaggio,APE 50 EUROPE
L3e,Kawasaki,VN 1500 Classic Tourer
L3,Triumph,Rocket III Roadster
L1,Tunturi,SUPER  SPORT
L3e,Yamaha,X CITY
L1,Tunturi,Start-Puch VS 50 KX/49
L3,Honda,GOLD WING GL 1100 SC02/1085
L3e,Honda,VFR800-RC46C/782
L3,Triumph,BONNEVILLE 750-T 140V/744
L1e,SEV,EM05
L3,Matchless,G80
L3,Honda,CBX-SC06
L3e,Ducati,MONSTER 1000
L1,Zundapp,434-07
L3e,Victory Motorcycles Division,Judge
L3,Honda,CB1300 X4
L3e,KTM,KTM 625 SXC
L3,Suzuki,DR 650SE
L3,Norton,850 Commando
L3e,Honda,GOLD WING-GL1800-SC47H
L1,Öglaend,Viking Swing
L3,Ducati,Monster 750 Dark
L1e,GOVECS,GO!S1.2
L3e,Loncin,NITRO
L3,Harley-Davidson,FXRP
L3,Suzuki,GS  1100L
L1e,Tomos,Superior L9
L3,Ducati,999S-H400AE/998
L3e,Ase,CAPRI 87
L1,Tunturi,Autostart-puch vs50 KA/49
L3,BIG BOYS CYCLES,NO REGRETS
L3,Suzuki,Super Sport T20
L3e,Suzuki,GSF-1200S
L1,Tunturi,PUCH VS50KA/49
L3,Harley-Davidson,FLHRSI ROAD KING
L3e,Aprilia,Mojito
L3e,Harley-Davidson,FXDXT DYNA SPORT-GLV/1449
L1,Solifer,SPEED 3T-F37
L3,Honda,ST1100 PAN  EUROPE
L3,Omavalmiste,CAESAR HOMEBUILD
L3e,Ducati,1199 Panigale
L3e,Suzuki,DR-Z400SMU
L3,Honda,CB 1000
L3,Honda,GL1200 Sc14 Goldwing
L3,Honda,VTX1300-SC52E/1312
L1,Tunturi,START-PUCH VS50KX / 49-
L1,Solifer,Speed Tomos
L3e,Yamaha,YP400
L1,Solifer,TS 50
L3,Harley-Davidson,FXDXT
L3,Honda,GL 1500 C
L3e,Honda,GOLD WING GL1800 - SC47A / 1832
L1e,Monark,1212
L3,Harley-Davidson,FXDXI DYNA SUPER GLIDE SPORT
L3e,Suzuki,AN400Z
L3,CZ,502-1
L3,Jawa-CZ,353/246
L3,Kawasaki,KAWASAKI  KZ900
L3,Rudge,Special
L3e,Yamaha,XVS1100A DRAG STAR CLASSIC-VP05
L3e,Suzuki,GSR750A
L3e,Moto Guzzi,1200 SPORT 8V ABS
L3e,Yamaha,XJ900 S-4KM
L1,Tunturi,MAXI-PUCH VS 50 LF
L3e,BMW,R1100GS-259
L3e,Kawasaki,MACH IV H2A
L3e,Honda,Cbx 600 E Pc09
L3,Harley-Davidson,FXR Super Glide
L1,Tunturi,MIKRO E 50/48
L3e,Husqvarna,TE 125
L1,Monark,M62K
L3,Aprilia,ML00
L3e,MT,10
L3e,BMW,R 1200 RT A-0368A
L1e,XUFENG,n.a.
L3e,Yamaha,XVS1100A DragStar
L3e,Harley-Davidson,XL1200C Sportster
L3e,Yamaha,XVS 1100 Drag Star
L3,Harley-Davidson,XL 1200L
L3,Harley-Davidson,FLSTC Heritage SOFTAIL Classic-BJL/1340
L3,Harley-Davidson,FXWG WIDE GLIDE-BEL/1340
L3e,Triumph,TIGER 955
L3e,Honda,Hornet
L3,APC,BIGDOG
L3,Suzuki,1500 INTRUDER
L3e,Victory Motorcycles Division,CROSS ROADS HARD-BALL
L3,Harley-Davidson,FLH 1200 POLICE ELECTRA GLIDE
L3,NSU,Supermax 251 OSB
L3,Suzuki,XF 650 U
L3,BSA,A65
L3e,Suzuki,Intruder VS800GLP-VS52A/805
L3,Yamaha,XVZ 13TF
L3e,Harley-Davidson,FXCWC ROCKER
L3e,KTM,350 EXC-F
L3,Triumph,TROPHY 500
L3,Harley-Davidson,FXDX CONVERTIBLE
L3,BSA,ROAD ROCKET
L3,Harley-Davidson,FXSTB-BTY/1499
L3,Harley-Davidson,FLF
L1e,Angell,ZQTD-690
L3,Honda,DREAM 305
L1,Tunturi,Start Puch VS 50 KX
L3e,Ducati,Condor
L3,BMW,R1100R
L3,Honda,CX 500 E
L3,Vespa,90 Super Sprint
L3,Harley-Davidson,FLH 80 Classic Electra Glide
L1,Solifer,THERMOMAT F-38L/48
L3,Honda,ST70-G11/72
L3,Honda,GOLD WING-GL1800-SC47/1832
L3e,Kawasaki,VN1500 MEAN STREAK VNT50P
L3e,Moto Guzzi,STELVIO 1200 NTX
L3e,Moto Guzzi,GRISO 8V
L3,Honda,VF 750c Rc 09
L3e,Harley-Davidson,fxst
L1e,Beta,TRACK 50
L3e,Honda,VT 750c (RC44)
L3,Zundapp,Bella R 154
L3,Honda,CB900F-SC04/901
L3,Ducati,Monster 800
L3,Vespa,SUPER SPORT VSC1T/181
L3,Husqvarna,281 SPORT
L3e,Harley-Davidson,XL 1200 SPORSTER
L3e,Ducati,Diavel Cromo
L3,KTM,690 ENDURO
L3,CONFEDERATE,F131 HELLCAT COMBAT
L1,Zundapp,M50 434-03 LO
L1e,GUEWER,SYNNY-EBIKE
L3e,Vespa,LX150
L3,Harley-Davidson,XLCH 883 SPORTSTER
L1e,Sanifer,YTES2500-SG
L1,Tunturi,AUTOMAT/VS50KA
L1,Solifer,"EXPORT, M36"
L1,Tunturi,"Tuisku, MS50"
L1,Solifer,TS GT
L3e,Triumph,SPRINT RS
L3,Harley-Davidson,FXE-F
L3,IFA,RT 125/0
L1e,GUEWER,ZWD2000
L3e,Buell,THUNDERBOLT S3
L3e,Suzuki,AN650 BURGMAN
L3e,Honda,VARADERO-SD02D/996
L3,BMW,R 1200GS
L1e,CPI,"BRAVO, KR50, VOGUE"
L1,Tunturi,LF 2 MIKROSTAT
L3,Harley-Davidson,FXDWG DYNA GEV/1449
L3,Honda,VT750C SHADOW-RC44/745
L3,Harley-Davidson,FXDSE2
L3e,Honda,CB250T
L3e,Suzuki,VL800 VOLUSIA
L3e,KTM,KTM 200 Duke
L3,Kawasaki,KZ1300 A4
L3e,Xingyue,XR
L3e,Suzuki,VS 1400GL-VX51L/1360
L3e,IFA,RT-125-1
L3e,Honda,XL600V-PD10 TRANSALP
L3,Yamaha,XV1000
L3,Norton,850 COMMANDO ROADSTER
L3e,Honda,ST70
L3,Jawa-CZ,CZ-175
L3e,KTM,Duke II
L3,Honda,HONDA ST70
L1e,KTM,Camping
L3e,Yamaha,TT600RE
L1e,Solifer,SPEED-TOMOS
L1,Solifer,SM 81
L1,Tunturi,MAXI-PUCH VS50 LF3
L3e,BMW,F 700 GS
L1,Solifer,EXPORT T/49-
L3e,Sherco,SE300ir
L1e,Jawa,Stella 50
L3,Husaberg,HUSABERG FS 650E
L3,Harley-Davidson,FXSB
L1e,Znen,ZN50QT-22
L1e,Tunturi,Start-VS50 KX/49
L3e,LML,Star Deluxe 125
L3,BMW,R1100 GS
L3,Harley-Davidson,FXSTSB BAD BOY-BPL/1340
L3,Bultaco,ALPINA M116
L1,Jawa,210
L3e,BMW,C 600 Sport
L3e,BMW,C 650 GT
L3,Yamaha,XJ 700
L3,BSA,M20WP
L3,CZ,CZ 250 471
L3,Suzuki,Suzuki Vz 800
L1e,NOX,DUEL 50
L3,Yamaha,XJ 750 11 M
L3,Suzuki,GP 125
L3,Norton,Dominator Twin 450-52
L1e,Jaguar,500
L3,Zundapp,250S-TROPHY/245-61
L3,DKW,RT 175VS/174
L3,Suzuki,VS 1400 Glp
L1e,Aprilia,SR-Motard 50
L3,Yamaha,XS 400
L3,TM,125 G
L3e,Polaris Industries Inc.,Hammer Eight Ball
L1,Tunturi,LF-68/49 Maxi
L1,Tunturi,Maxi puch VS50LF/49
L1,Jupiter,50-2MA/47
L1e,Fantic,Motard
L1e,Fantic,Caballero
L3e,BIG DOG,RIDGEBACK
L3e,Kawasaki,VN 1500 - P1h
L1,Tunturi,VF50KA
L3,Yamaha,XT 400
L3e,Aprilia,Dorsoduro
L3,Ducati,Diavel 100CV
L3,Harley-Davidson,FLHTPI ELECTRA GLIDE-FMW/1449
L3e,Yamaha,Trail 175-CT 2/171
L3e,BRAMMO,ENERTIA
L3,Harley-Davidson,FLHR ROAD KING CLASSIC-FRR/1340
L1,Honda,Z50J-AB02
L3,Harley-Davidson,SOFTAIL DELUXE
L3e,MZ,ES 150
L3e,Moto Guzzi,Stelvio 1200 NTX
L3,Kawasaki,KLE 500-LE500A
L3,Honda,CL 360
L3,Harley-Davidson,FLSTCI HERITAGE SOFTAIL CLASSIC-BWB
L3,Suzuki,VZ800 - MARAUDER
L1e,Jupiter,Prior 219/47
L3,BMW,850R
L3,Yamaha,XVS 650 DRAG STAR CLASSIC
L3e,BOSS HOSS,BOSS HOSS BHC-3 LS sport
L3e,Harley-Davidson,XL 883R-CS2/883
L1,VELOSOLEX,VELOSOLEX 3800
L3,Norton,Commando Interstate
L3,Harley-Davidson,FXDS-CON
L3,Honda,F6C (GL1500 C)
L3,RADCO,RADCO JAP 300
L3,Harley-Davidson,XLH SPORTSTER 883-HUG/883
L3,Ase,Capri
L3e,Suzuki,GSF1250 Bandit
L3e,Suzuki,GS110X
L1,Husqvarna,Popul�r
L3,Simson,425 S / 247-61
L1e,Fantic,Comp Motard
L3e,Monark,Blue Arrow Six Days
L3e,Suzuki,GT 250K
L3e,Kawasaki,LX 650 C
L3,Harley-Davidson,FXRS-EBL/1340
L3e,Piaggio,X9
L3,Honda,VT 1100 C3
L3e,Honda,CRF250L
L3,Harley-Davidson,VRSCF V-ROD MUSCLE
L3,Yamaha,XVZ13 VENTURE
L3,Harley-Davidson,Road King Custom
L3,Vespa,RALLY VSE 200
L3e,K,175A
L1,Tunturi,Automat AF-68/49-
L3e,BSA,BANTAM SUPER D7/173
L1,Crescent,2000S/47
L1e,Tunturi,Start Automat
L3,Harley-Davidson,FXRS-SP SPORT EDITION
L1,Solifer,Export 3 LT-F37/48
L3e,Yamaha,XV 1900 CU
L3e,Jawa,354/344-57
L3,Vespa,P80X
L3e,TM Racing,144 2tempi
L3,BMW,k 1200 RS
L1e,Longjia,TREVIS
L3,Suzuki,VZ 1600
L3,Piaggio,X9 500-M27
L3e,MV Agusta,Brutale 675
L3,Kawasaki,Z 1000 LTD
L3,Moto Guzzi,NEVADA 750 I.E.
L3,Kawasaki,Mach IV 750
L3,Harley-Davidson,FXDLI DYNA LOW RIDER-GNW/1450
L1,PATRIA-WKC,MS 50-57/47-
L1e,Rieju,Spike X
L3,Harley-Davidson,FLTR Road Glide
L1,Öglaend,�GLAND SWING
L3,Moto Guzzi,V65TT
L3,Yamaha,XV750 SE
L3e,Jawa,CZ
L1e,Tunturi,60/49-
L3,Harley-Davidson,FXDS CON DYNA CONVERTIBLE-GGV/1449
L3,Yamaha,XVS 1100 a
L3,Triumph,ADVENTURER 900
L3e,Kymco,KYMCO BET&WIN 250
L3e,Suzuki,GSXR600
L3,Honda,CB750 K1
L3,Suzuki,SUZUKI  GSX 400F
L3,Yamaha,Yamaha Xvs1300a
L3,Suzuki,VS1400 GPL
L3,BMW,R 850 RT
L3,Kawasaki,KZ400
L3e,Kawasaki,GPZ 500
L1,Tunturi,VS 50LF
L3e,Piaggio,VESPA GTS 250 i.e.
L3,Ariel,VH 500 Red Hunter
L3,Suzuki,VL1500 INTRUDER LC-VY51A/1462
L3e,Suzuki,GSF 650 S
L3e,Honda,XL1000V-Varadero
L3e,Harley-Davidson,ROAD KING FLHRCI
L3,Harley-Davidson,FXDS CON-GGL/1340
L3,Harley-Davidson,FS
L3,BIGDOG,K9
L3,DKW,NZ 350
L3,Simson,Schwalbe kr51/1
L3e,Yamaha,500
L3e,Royal Enfield,BULLET 500 CLASSIC
L1,Tunturi,AF-66/49
L3,Kawasaki,LTD 440
L1,Tunturi,LF2-64
L3,Kawasaki,Z 750-H2 Ltd
L1,Tunturi,Maxi Puch VS 50 LF 3/49
L3,Yamaha,XVS650H
L3e,Harley-Davidson,1200 Custom Limited
L3e,Harley-Davidson,1200 Custom 110 Anniversary Edition
L3,Triumph,TR 5 TROPHY
L1,KTM,MOFA 50S aut B
L3,Matchless,G2
L3,Honda,V65 MAGNA
L3e,Harley-Davidson,Fat Bob
L3e,Harley-Davidson,Softail Slim
L3e,Harley-Davidson,Super Glide Custom 110 Anniversary Edition
L3,Vespa,90-V9A1T/89
L3e,Jawa,634-5-350/343
L1e,Piaggio,NEW TYPHOON 50 2T
L3,BSA,350CM B-31-52
L2e,Erkkola,Moe 5
L3,Harley-Davidson,FXDL DYNA LOW RIDER-GNW/1449
L1e,Tunturi,Pappa Tunturi
L3,Husqvarna,WR125
L3e,Harley-Davidson,Fat Boy Lo/Special 110 Anniversary Edition
L3e,Harley-Davidson,Heritage Softail Classic 110 Anniversary Edition
L3,Kawasaki,ZX 750 E
L3,Enfield,Bullet 350
L3,Yamaha,VMax
L3e,Harley-Davidson,Road King 110th Anniversary Edition
L3e,Harley-Davidson,Street Glide
L3,Harley-Davidson,26B SINGLE
L3,MZ,ES 300
L3e,Harley-Davidson,FLHX SREET GLIDE
L2,Crescent,Cresent 1189
L3,Harley-Davidson,FXDWG Dyna Wide Glide
L3e,Kawasaki,Ninja 300
L3,Yamaha,RD125/124
L3e,Honda,GL1500C-SC34
L3,IC,Planeta-3/347
L3e,CZ,SPORT 125-476-01/123
L3,Hopeasauma,E2
L3,Harley-Davidson,FLHTCUI Electra Glide
L3e,Husaberg,Husaberg FE 250
L1,Honda,Honda Monkey
L1e,Camping,Luxus 66
L3e,Harley-Davidson,Switchback
L3,NSU,MAXI 175-OSB/174
L3,Harley-Davidson,MT 350
L3,BMW,BMW K75RT
L3,BSA,A10 Super Rocket
L1,Solifer,SUZUKI-PV50/49  S
L3e,Harley-Davidson,Electra Glide Ultra Limited 110th Anniversary Edition
L3,Vespa,160 GRAND SPORT
L3,BMW,R12
L3e,Suzuki,GSX1300RUF
L3,Puch-Tunturi,DS 60R-65
L1,Solifer,SOLIFER EXPORT
L1,Gouchi (RC),Baotian
L3,Vespa,VLA1T/145-64
L3e,Harley-Davidson,FLHTCUSE SCREAMIN EAGLE
L3,Victory Motorcycles Division,VICTORY V92SC
L3e,Laverda,OR 600
L3,VICTORIA,SWING KR-21
L1,Jawa,MS50 Bapetta
L3,Harley-Davidson,FXDS CON
L3,Harley-Davidson,FLT ELECTRA GLIDE CLASSIC
L3e,Kawasaki,Ninja 300 ABS
L3e,Kawasaki,Ninja ZX-6R
L3e,BMW,HP4
L1,Tunturi,Trial VZ 50 N4
L3e,Honda,Xr650r
L3e,BMW,R 80 RT
L3,Kawasaki,Z 750R
L3e,IC,JUPITER-3K
L3e,BMW,F800GT
L1e,Zundapp,Combinette S 423/50
L1,Helkama,RAISU MM
L1,Presto,S-39
L3e,AMERICAN IRONHORSE,TEXAS
L3,Harley-Davidson,HD FXSB 1340 LOW RIDER
L3e,Honda,WW125
L3e,Husqvarna,TR 650 TERRA
L3,Honda,Honda CBX
L3,Triumph,TIGER T100S-S
L3e,TM Racing,250
L3e,TM Racing,250 4 tempi
L3,Aprilia,ETV 1000
L3e,Kawasaki,Ninja ZX-6R ABS
L3,Kawasaki,KZ900
L3,Victory Motorcycles Division,V92SC
L3,Kawasaki,ZX900C
L3e,Harley-Davidson,FXS CUSTOM-BCK
L3e,Harley-Davidson,CVO Ultra Classic Electra Glide
L3e,Honda,GL180
L3,Kawasaki,900 SUPER FOUR
L3e,Kawasaki,Z800
L3e,Kawasaki,Z800 ABS
L1e,Yamaha,NS50
L3e,Harley-Davidson,CVO Road King 110 Anniversary Edition
L3e,Harley-Davidson,CVO Road Glide Custom
L3e,Triumph,Trophy
L1,Solifer,SM 75-TOMOS 4V/49
L1,Solifer,SM-77 Tomos  4V / 4G
L3e,Harley-Davidson,CVO Ultra Classic Electra Glide 110 Anniversary Edition
L1e,Honda,NSC50 2WH
L3,BSA,B40 350 STAR
L1,Solifer,EXPORT-TOMOS A32-KS/49-
L3,Royal Enfield,Royal Enfield G
L3,Honda,CM250C
L3,Honda,XL 500R
L3e,MV Agusta,BRUTALE RR
L1e,Motorhispania/MHMotorcycle,RX 50R
L3,Yamaha,GTS 1000-4BH/1002
L3e,Husaberg,Husaberg FE 350
L3e,Beta,RR2T
L3e,TM,250 EN
L3,Honda,Honda VT 1100c
L3e,Moto Guzzi,California 1400 Touring
L3e,Husaberg,HUSABERG TE 250
L3e,Harley-Davidson,CVO Breakout
L3e,Harley-Davidson,CVO Road King
L3,Honda,CB 250 G
L3e,Honda,CB1100A
L1e,Longjia,ESTATE 50 4T
L3e,KTM,EXC-F 350
L3e,Suzuki,CAVALCADE LX1400-GV1400GD-VX71A
L3e,Triumph,Trophy SE
L1e,VICTORIA,VICKY LUXUS MS51
L3,Yamaha,XT 550-5Y3/558
L3e,Honda,SHADOW-VT1100 C-SC18/1099
L3,Suzuki,DR350S-SK42A/349
L1e,Yamaha,NS50N
L1e,Leone,HURRICANE
L3e,Harley-Davidson,FXRS-SPORT EDITION-EGL/1340
L1e,Longjia,SPEEDJET
L1,Solifer,SUZUKI PV-50
L3e,Harley-Davidson,XLH 1000 Sportster
L3,REX,Villiers
L3e,Suzuki,CAVALCADE
L3e,KTM,KTM 690 Duke (50kW)
L3,AJS,SAPPHIRE SS
L3,Yamaha,XS 850
L3e,Harley-Davidson,FXDWGI
L3e,Suzuki,800 Marauder
L1,Monark,MONARPED 24/49
L3e,Yamaha,XV650 DRAG STAR
L1e,SANIFER,E-scooter
L3e,Honda,SH125A
L3e,TM,EN 300
L3e,KTM,KTM 690 Duke (32kW)
L1,Tunturi,MAXI-PUCH VS50 /49
L3,Kawasaki,VN 1500 C
L3e,Harley-Davidson,Heritage Softail Nostalgia FLSTN
L1e,Beta,Track 50 Motard
L3e,Harley-Davidson,1200 Custom
L3,Harley-Davidson,FXSB 1340
L3,Harley-Davidson,FXRT SPORT GLIDE-ECk/1340
L1e,AGM,Venom
L1e,Peugeot,TWEET
L3e,Sherco,"2,5 i"
L3e,Harley-Davidson,Iron 883
L3e,Harley-Davidson,Super Low
L3e,Suzuki,GW250
L3,Honda,VF 750 C Magna
L3e,Yamaha,XVZ13TF ROYAL STAR VENTURE.VP09
L3,Suzuki,GS 1000 L
L3,Suzuki,MADURA V 1200
L3e,Harley-Davidson,Street Bob Limited
L3e,KTM,"KTM 690 Duke R (51,5kW)"
L3e,Honda,CB500FA
L3e,Honda,CBR500RA
L3e,KTM,KTM 1190 Adventure R (110kW)
L3e,Harley-Davidson,Electra Glide Ultra Limited
L3e,Kawasaki,ZR 1000 C9F ABS
L1,Tunturi,maxi
L3e,Harley-Davidson,Forty-Eight
L3e,Harley-Davidson,Softail Deluxe
L3e,Kawasaki,VN 1600 CLASSIC VNT60A
L3e,Yamaha,XVS650 DRAG STAR-4VR
L3e,Suzuki,VZ800-MARAUDER-AF1111
L3e,Honda,CBR900RR-SC44A
L3,Honda,VT 1100
L3e,KTM,KTM 1190 Adventure (110kW)
L1e,Generic,XOR2 50
L1e,Guewer,Laosun-50
L3e,Honda,GL1800B
L3e,Moto Guzzi,Stelvio
L3,Harley-Davidson,XL1200L
L3,Harley-Davidson,67FLH Electra Glide
L3,Honda,GI 1200 L
L3e,Harley-Davidson,Super Glide Custom
L3,Yamaha,Yamaha Xvs1100
L3,Yamaha,XV 1700 PC
L3,BMW,247E
L3,CZ,473
L3e,Honda,CB1000 R-9
L3e,Suzuki,GSX750R
L3e,Honda,CB750C-RC06
L3e,Harley-Davidson,FLHT TOURING
L3e,Harley-Davidson,FXCW ROCKER
L3,Honda,CZ 100
L1,Solifer,Speed SM 76 4V49
L3,Yamaha,XVZ 12 Venture Royal
L3e,Kawasaki,W650
L3,Honda,VTX1300-SC55
L3e,Moto Guzzi,CALIFORNIA 1400 TOURING
L3e,Moto Guzzi,CALIFORNIA 1400 CUSTOM
L3,Yamaha,XS 650B
L1e,VELOSOLEX,1700
L1,Monark,Monarpeden
L3,Honda,SC 22
L1e,Simson,SUHL
L3e,MV Agusta,BRUTALE 800
L1e,Yamaha,YN50E
L3e,Harley-Davidson,Breakout
L3,Honda,650 SLR
L3,Honda,Valkyrie
L1,Solifer,SMA 76 TOMOS A32-KS/49
L3,Suzuki,INTRUDER VS 1400-VX51L/1360
L3,Vespa,Popolino
L3e,Harley-Davidson,FLHTP
L3,Yamaha,Xv535-2yl
L3,BMW,BMWK1100LT
L3e,Piaggio,BEVERLY CRUISER 500
L3,American Frank,CUSTO SPIDER
L3,Honda,VF 1100C MAGNA
L3,Suzuki,RGV250
L3e,Husaberg,570 FE
L3,Yamaha,DT 360
L1,Suzuki,Solifer-PV-50/50
L1e,Nox,DUEL 50
L3e,Triumph,ROCKET III Roadster
L1,Panther,500/47
L3e,Harley-Davidson,ULTRA GLIDE
L3e,Harley-Davidson,FLHTC-ULTRA CLASSIC ELECTRA GLIDE-DPL/1340
L3e,Honda,VT1300CXA
L3,Manurhin,Hobby SM 75
L3,Harley-Davidson,FLHTCi-ELECTRA GLIDE CLASSIC
L3,Harley-Davidson,FLHTI ELECTRA GLIDE STANDARD
L1,Pyrkij�,Luxus
L3,BMW,R80RT-247/797
L3e,Husqvarna,24
L3,Harley-Davidson,FLHR ROAD GLIDE
L3,Gilera,175 Giubileo/173-62
L1e,Yiying,Bellagio
L1e,Kymco,K-PIPE
L3,BIGDOG,Pitbull
L3,Harley-Davidson,FLHTPI ELECTRA GLIDE-FMW/1450
L3e,Triumph,TRIDENT-T 160/740
L3e,Yamaha,XVS 1300 A
L1e,KL,PIT50
L3e,Kawasaki,VN 1700 CLASSIC
L3,CZ,961/174
L3e,Harley-Davidson,Fat Boy Lo/Special
L3e,Victory Motorcycles Division,Vegas 8-Ball
L3,Suzuki,GS 75 X
L1,Honda,ZX Dio
L1,Tunturi,VS50KA Autostart
L1,Tunturi,VZ50 Super Sport
L3e,Victory Motorcycles Division,Hammer 8-Ball
